Species,USGS.Number,Band.Colors,Year,Date,Time.Trapped,Time.Bled,Recap,Site,Location,GPS.S,GPS.E,Elevation.(m),Bander,Sex,How.Sex,Age,How.Age,Release,Bird+Bag.(g),bag.(g),Bird.(g),Wing.(mm),Tarsus.(mm),Tail.(mm),Culmen.(mm),Culmen Depth.(mm),Culmen Width.(mm),Bill+Head.(mm),Hemo,Plasma,Blood,Fecal,Feather,Nest,Nest.Stage,Captured.with,,,,,,,,,,,
BCCH,2830-31806,WWB,2017,11-Jul,,,N,Louise,Side yard,,,,KCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31836,WLR,2018,6-Jun,7:24,7:35,N,2868 Loma Pl,Backyard,454471,4431398,1658,KCG,M,CP,AHY,Rec,Y,36,24,12,67,17.7,64,8.5,5.1,5.7,27.3,5.4,6.1,4.4,NA,2,0,N,N,N,N,N,Y,N,N,Paired/Nest,2868 Loma Pl,Chicks: day 12,None,captured with mist net; seen feeding nestlings in nest box in East yard behind 2868 Loma
BCCH,2830-31843,OPR,2018,13-Jun,7:48,8:15,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,F,BP,AHY,Rec/BP,Y,36,24,12,65,17.2,64,9.2,4.8,5.5,26.9,NA,NA,NA,NA,3,0,N,N,Y,N,N,Y,N,N,Paired/Nest,U,U,None,Bird weight with bands
BCCH,2830-31844,LOR,2018,14-Jun,6:35,6:58,N,Deane's House,Backyard,,,,KCG,M,CP,AHY,Rec/CP,Y,38,26,12,68,18.8,65,8.7,5.1,5,27.8,5.8,5.7,2.3,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,OPP,"Molting primaries, bleeding toenail from net extraction, bird weight with bands"
BCCH,2830-31845,OPP,2018,14-Jun,6:38,7:19,N,Deane's House,Backyard,,,,KCG,F,BP,AHY,BP,Y,36,25,11,62,18.7,66,8.8,5.4,5.5,27,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,LOR,"Molting primaries, one secondary, and central rectrices; bird weight with bands"
BCCH,2830-31846,SOS,2018,14-Jun,7:53,8:02,N,Deane's House,Front Yard,,,,KCG,M,CP,AHY,Rec/CP,Y,36,25,11,71,17.8,68,8.4,4.7,6.4,27.4,4.9,5.2,3.4,NA,3,0,N,N,N,N,N,Y,N,Y,U,U,U,None,Bird weight with bands
BCCH,2830-31847,RBB,2018,21-Jun,6:37,6:58,N,Kendi's House,Backyard,454318,4431469,1623,KCG,M,CP,AHY,CP,Y,38,25,13,71,16.8,64,9,5.5,5.5,27.6,7.3,8,5.3,NA,3,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,Molting 2 primaries
BCCH,2830-31848,WRL,2018,21-Jun,7:28,7:39,N,Kendi's House,Backyard,454318,4431469,1623,KCG,M,CP,AHY,Molt,Y,37,25,12,65,17.1,65,9.6,5.1,4.9,26.4,3.4,3.8,3,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,"Molting 1 primary, secondary coverts, 4 tail feathers, and back"
BCCH,2830-31849,LOL,2018,22-Jun,6:21,6:51,N,Nathan's House,Backyard,477952,4425537,1628,KCG,F,BP,AHY,BP,Y,37,26,11,62,17.3,62,9.9,5.5,5.4,27.3,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,Paired,U,U,BOB,Copulation with BOB; molting 1 primary; bird weight with bands
BCCH,2830-31850,BOB,2018,22-Jun,6:21,7:07,N,Nathan's House,Backyard,477952,4425537,1628,KCG,M,CP,AHY,CP,Y,37,25,12,68,18.4,69,8.9,5,5.5,28,2.9,5.2,3.2,NA,3,0,N,N,Y,N,N,Y,N,Y,Paired,U,U,LOL,"Copulation with LOL; molting 1 primary, 2 rectreces, bird weight with bands"
BCCH,2830-31851,PPR,2018,22-Jun,7:24,8:04,N,Nathan's House,Backyard,477952,4425537,1628,KCG,U,NA,U,NA,Y,37,26,11,67,17.8,67,7.9,4.9,4.4,26.9,NA,NA,NA,NA,2,0,N,N,N,N,N,Y,N,N,U,U,U,OWP,"looks like has BP (missing feathers on belly); doesn’t want to fly when released, placed in tree and later flew off well; feathers look great! Suggests HY; wing fluttered instead of flying when released; likely fledgling of OWP"
BCCH,2830-31852,OWP,2018,22-Jun,7:24,8:26,N,Nathan's House,Backyard,477952,4425537,1628,KCG,F,BP,AHY,BP,Y,37,26,11,65,17.8,63,8.8,5,5.3,27.5,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,PPR,"moltings 4 rectrices, growing in feathers on BP, crown feathers very worn, molting 3 primaries, 1 secondary, bird weight with bands"
BCCH,2830-31853,BBW,2018,27-Jun,6:39,6:50,N,Alice V's House,Backyard,,,,KCG,U,NA,HY,Behavior,Y,36,25,11,68,18.1,68,8.4,4.9,5.4,26.9,NA,NA,NA,NA,2,0,N,N,N,N,N,Y,N,Y,U,U,U,None,No feathers on belly
BCCH,2830-31854,ORS,2018,28-Jun,6:52,7:04,N,KK's House,Backyard,478217,4425131,1706,KCG,M,CP,AHY,CP,Y,38,25,13,66,17.4,67,9.6,5.1,5.7,28.3,5,5.4,3.8,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,molting 2 primaries and 3 rectrices
BCCH,2830-31855,SRS,2018,29-Jun,7:42,7:52,N,Nathan's House,Backyard,,,,KCG,F,BP,AHY,BP,Y,37,25,12,67,17.2,67,10,5.4,5.2,26.8,NA,NA,NA,NA,2,1,N,N,Y,N,N,Y,N,Y,U,U,U,None,"molting 2 primaries, missing rectrices/molting 2 rectrices"
BCCH,2830-31856,SWP,2018,29-Jun,8:13,8:21,N,Nathan's House,Backyard,,,,KCG,U,NA,HY,Bill/plumage,Y,37,25,12,64,17.7,63,8.2,4.3,4.5,26.4,NA,NA,NA,NA,3,1,N,N,N,N,N,Y,N,Y,Fledgling,Fledgling,Fledgling,None,No feathers on belly; bird weight includes bands
BCCH,2830-31857,BRW,2018,4-Jul,6:41,7:01,N,Sheela's House,Backyard,478222,4425104,1607,KCG,U,NA,U,U,Y,38,24,14,72,19.2,69,7.7,4.7,5.7,28.1,NA,NA,NA,NA,3,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,"ugly mold on head, molting 2 primaries, 1 secondary, all secondary coverts, molting 2 rectrices, bird sang in response to playback"
BCCH,2830-31858,WWO,2018,4-Jul,7:41,7:50,N,Sheela's House,Backyard,478222,4425104,1607,ANH,U,NA,HY,Plumage,Y,36,24,12,66,18.7,67,8.4,4,3.3,27.1,NA,NA,NA,NA,2,0,N,N,N,N,N,Y,N,Y,U,U,U,None,None
BCCH,2830-31859,WOL,2018,5-Jul,7:37,7:41,N,Norris's House,Backyard,476696,4431052,1563,KCG,F,BP,AHY,BP,Y,34,23,11,66,18.5,65,8.4,4.5,5.1,27.3,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,"Molting 3 primaries, 1 rectrix"
BCCH,2830-31860,BBR,2018,5-Jul,7:59,8:15,N,Norris's House,Backyard,476696,4431052,1563,KCG,U,NA,HY,Rec,Y,35,24,11,65,17.4,67,7.7,4.1,4.2,26.6,NA,NA,NA,NA,2,2,N,N,N,N,N,Y,N,Y,Fledgling,Fledgling,Fledgling,None,None
BCCH,2830-31861,BPL,2018,11-Jul,7:45,8:19,N,KK's House,Backyard,478216,4425099,1642,KCG,U,NA,HY,Rec,Y,36,24,12,65,18.5,68,7.4,4.2,4.5,25.6,NA,NA,NA,NA,1,1,N,N,N,N,N,Y,N,Y,Fledgling,Fledgling,Fledgling,None,Bird weight with bands
BCCH,2830-31862,BLB,2018,13-Jul,7:35,8:00,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,AHY,Molt,Y,38,25,13,68,18.8,68,7.9,4.6,4.9,27.4,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,SLP,"bird weight with bands; molting 2 primaries, 4 rectrices, 1 secondary, belly feathers, secondary coverts, & head feathers"
BCCH,2830-31863,PPL,2018,20-Jul,7:28,7:40,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,HY,Rec,Y,37,26,11,68,17.9,65,6.5,4.3,4.2,26.6,NA,NA,NA,NA,1,0,N,N,Y,N,N,Y,N,Y,Fledgling,Fledgling,Fledgling,None,Molting belly head and some body; bird weight with bands
BCCH,2830-31864,WRR,2018,20-Jul,7:30,8:10,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,U,NA,Y,36,24,12,63,17.1,64,6.4,3.9,4.2,26.4,NA,NA,NA,NA,1,1,N,N,Y,N,N,Y,N,Y,U,U,U,None,"molting belly, unvercoverts, back. Rectrices very worn resembling AHY but not molting any flight feathers, relatively small bill and clean head; bird weight with bands"
BCCH,2830-31865,OOO,2018,20-Jul,8:05,8:35,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,AHY,Rec,Y,34,21,13,71,18.7,67,8,4,4.9,29,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,"molting 4 rectrices, primaries looked very clean, molting breast"
BCCH,2830-31866,RRR,2018,20-Jul,8:38,8:54,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,U,NA,Y,33,21,12,67,17.7,70,6.4,4.1,3.5,26.5,NA,NA,NA,NA,3,3,N,N,N,N,N,Y,N,Y,U,U,U,None,None
BCCH,2830-31867,LPS,2018,20-Jul,8:30,9:15,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,AHY,Rec,Y,37,25,12,65,18.4,60,6.3,4.2,4,26.4,NA,NA,NA,NA,2,1,N,N,Y,N,N,Y,N,Y,U,U,U,None,"likely female, molting feathers on belly, molting head, back & legs"
BCCH,2830-31868,BSO,2018,20-Jul,8:40,9:27,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,HY,Rec,Y,33,22,11,69,17.9,64,6.9,4.3,3.5,27,NA,NA,NA,NA,2,1,N,N,N,N,N,Y,N,Y,U,U,U,None,None
BCCH,2830-31869,SSL,2018,20-Jul,9:05,9:45,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,AHY,Rec,Y,36,25,11,65,17.6,66,7.1,4.2,4,26.3,NA,NA,NA,NA,2,1,N,N,Y,N,N,Y,N,Y,U,U,U,None,"molting back, belly; bird weight with bands"
BCCH,2830-31870,PBS,2018,24-Jul,7:39,8:05,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,HY,Rec,Y,37,25,12,65,16.4,61,6.7,4.3,3.6,26.4,NA,NA,NA,NA,3,1,N,N,N,N,N,Y,N,Y,U,U,U,None,None
BCCH,2830-31871,LBW,2018,24-Jul,8:00,8:25,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,U,NA,Y,35,24,11,63,16.5,63,6,3.8,3.4,26.5,NA,NA,NA,NA,2,1,N,N,Y,N,N,Y,N,Y,U,U,U,None,"Molting 2 rectrices from the outside in, molting alula, coverts, 1 primary, 1 secondary"
BCCH,2830-31872,LOS,2018,24-Jul,8:16,8:49,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,HY,Rec,Y,36,25,11,67,17.8,67,6.9,4.3,4.2,27.3,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,Molting belly feathers; bird weight includes bands
BCCH,2830-31873,BLL,2018,24-Jul,8:56,9:19,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,U,NA,Y,37,25,12,70,17.8,68,8.1,4.2,4.3,27.3,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,Y,U,U,U,None,"beginning to grow feathers on belly near furcula, molting under coverts, tail feathers missing ends, bird weight includes bands"
BCCH,2830-31875,WRO,2018,31-Jul,7:25,7:36,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,AHY,Rec,Y,36,25,11,65,17.2,65,7.6,4,4.1,26.6,NA,NA,NA,NA,2,0,N,N,Y,N,N,Y,N,N,U,U,U,None,"Seen with RRR; molting head, coverts, & belly"
BCCH,2830-31876,BSS,2018,31-Jul,7:27,7:48,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,U,NA,AHY,Rec,Y,38,25,13,67,19.4,69,7.9,4.4,4.1,28.5,NA,NA,NA,NA,2,1,N,N,Y,N,N,Y,N,Y,U,U,U,None,"molting primaries, belly, head, back, secondaries & sides"
BCCH,2830-31877,SSB,2018,4-Nov-18,,,N,Kathryn's Backyard,Feeder/backyard,40.05071,-105.2657,1652.3,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31878,SBO,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,40.05071,-105.2657,1652.3,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31879,SLW,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,478222,4425104,1607,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31880,RSB,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,478222,4425104,1607,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31881,WBW,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,478222,4425104,1607,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31883,OOL,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,478222,4425104,1607,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2830-31884,ROY,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,478222,4425104,1607,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCH,2018-47,NA,2019,22-Feb-19,NA,NA,N,Safran Window kill,house,454478,4431414,2852,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYBRID,2130-17476,-,2021,4-Jun,1244,1248,N,BLD,BLD-287 - Kendi Davies,-,-,-,ANT,U,no BP,U,-,Y,27.5,15,12.5,65,17,64,8.1,4.8,4.2,28.2,Y,N,N,N,N,BLD-287 - Kendi Davies,incomplete nest,-,,,,,,,,,,,
MOCH,2830-31952,AGO,2019,6-Jun,10:58,11:05,N,BLD,Farmer Tim,,,,KCG,F,BP,U,-,Y,35,24,11,67,18,61,9.5,4.1,5.5,29.7,N,N,Y,N,Y,161-2019,Chicks,YSB,,,,,,,,,,,
MOCH,2830-31942,YSO,2019,5-Jun,15:30,15:40,N,MRS,Feeder,,,,ANT,M,CP,U,U,Y,35,24,11,65,20.8,59,8.3,3.7,3.8,33.4,N,N,Y,N,Y,U,U,NA,,,,,,,,,,,
MOCH,2830-31951,YSB,2019,6-Jun,9:37,9:45,N,BLD,Farmer Tim,,,,KCG,M,CP,U,-,Y,36,24,12,68,17.8,57,8.9,4.7,5.2,29.5,N,N,Y,N,Y,161-2019,Chicks,AGO,,,,,,,,,,,
MOCH,2090-37450,CBO,2019,10-Jun,9:50,10:06,N,SGR,Debi's House,,,,ANT,M,CP,U,-,Y,36,24,12,69,19.1,61,7.9,3.6,3.7,30.2,N,N,Y,N,Y,-,-,NA,,,,,,,,,,,
MOCH,2090-37445,YYL,2019,10-Jun,9:30,9:50,N,SGR,Debi's House,,,,ANT,M,CP,U,-,Y,37,25,12,67,21,61,8.7,3.7,3.7,30.1,N,N,Y,N,Y,-,-,NA,,,,,,,,,,,
MOCH,2090-37443,AYO,2019,8-Jun,8:15,8:34,N,BLD,Maureen Cameron,,,,KF,F,BP,-,-,Y,32,23,9,65,19.3,58,8.7,4,4.1,29,N,N,Y,N,Y,334-2019,chicks,NA,,,,,,,,,,,
MOCH,2090-37447,GWO,2019,10-Jun,9:15,9:27,N,SGR,Debi's House,,,,ANT,F,BP,-,-,Y,36,23,13,68,18,65,8.2,3.8,3.5,30.2,N,N,Y,N,Y,-,-,NA,,,,,,,,,,,
MOCH,2090-37446,OBO,2019,10-Jun,8:53,9:13,N,SGR,Debi's House,,,,ANT,F,BP,-,-,Y,33,22,11,65,20.8,66,9,3.7,3.9,31.1,N,N,Y,N,Y,-,-,NA,,,,,,,,,,,
MOCH,2830-31958,YWL,2019,10-Jun,10:20,10:30,N,SGR,Debi's House,,,,KCG,F,BP,U,-,Y,36,24,12,65,17.9,59,8.1,3.6,5.1,28.9,N,N,Y,N,Y,-,-,NA,,,,,,,,,,,
MOCH,2830-31957,APO,2019,10-Jun,9:30,10:04,N,SGR,Debi's House,,,,KCG,M,CP,U,-,Y,36,24,12,68,19,59,8.5,4.3,5,29.1,N,N,Y,N,-,-,-,NA,,,,,,,,,,,
MOCH,2830-31959,-,2019,12-Jun,8:50,9:16,N,MRS,Feeder,,,,ANT,M,CP,-,-,Y,36,24,12,66,21.5,62,8.8,3.7,3.8,30.3,N,N,Y,N,N,-,-,NA,,,,,,,,,,,
MOCH,2830-31960,GOS,2019,12-Jun,9:55,10:07,N,MRS,Feeder,,,,KCG,F,BP,-,-,Y,36,24,12,69,18.7,64,8.4,4.1,5.1,29,N,N,Y,N,N,-,-,NA,,,,,,,,,,,
MOCH,2830-31967,SSP,2019,21-Jun,7:40,7:52,N,SGR,Debi's House,,,,KCG,M,CP,U,-,Y,35,24,11,71,19.4,63,8.7,4.3,5.5,31.4,N,N,Y,N,Y,203-2019,chicks,Pox #3,,,,,,,,,,,
MOCH,2090-37475,OBS,2019,1-Jul,8:45,8:57,N,SGR,Wendy's,,,,ANT,M,CP,-,-,Y,36.5,25,11.5,67,19.7,65,8.6,3.6,3.4,30,N,N,Y,N,Y,158-2019,chicks,NA,,,,,,,,,,,
MOCH,2090-37485,BYO,2019,2-Jul,9:55,10:10,N,SGR,Sue & Carl,,,,ANT,F,BP,U,-,Y,37.5,24.5,13,68,19.6,65,8.8,4.4,4.9,30.2,N,N,Y,N,Y,249-2019,chicks,NA,,,,,,,,,,,
MOCH,2090-37486,PYP,2019,2-Jul,9:56,10:20,N,SGR,Sue & Carl,,,,ANT,M,CP,U,-,Y,35,23,12,65,22,66,9.3,4.2,4,30.7,N,N,Y,N,Y,-,-,NA,,,,,,,,,,,
MOCH,2090-37487,LAB,2019,7-Jul,N/A,N/A,N,SGR,Strooks,,,,ANT,F,BP,U,,Y,34,22.5,11.5,69,19.8,61,9.1,3.7,4.3,31.5,N,N,Y,N,Y,232-2019,12 D,NA,,,,,,,,,,,
MOCH,POX4,Pox 4,2019,7-Jul,N/A,N/A,N,SGR,Strooks,,,,ANT,M,CP,U,,Y,35.5,25,10.5,-,-,,,,,,,,Y,N,Y,232-2019,12 D,NA,,,,,,,,,,,
MOCH,POX6,-,2019,22-Jul,7:43,7:55,N,SGR,Strooks,,,,KCG,M,No BP,U,U,Y,35,24,11,-,-,,,,,,N,N,Y,N,Y,218-2019,chicks,Pox 4,,,,,,,,,,,
MOCH,POX5,-,2019,22-Jul,7:40,7:44,N,SGR,Strooks,,,,KCG,F,BP,U,U,Y,36,24,12,-,-,-,,,,,N,N,Y,N,Y,218-2019,chicks,Pox 5,,,,,,,,,,,
MOCH,2090-37449,YYL,2019,10-Jun,9:30,9:50,N,SGR,Debi's,,,,ANT,M,CP,U,U,Y,37,25,12,67,21,61,8.7,3.7,3.7,30.1,N,N,Y,N/A,Y,-,-,NA,,,,,,,,,,,
MOCH,2830-31954,BPS,2019,10-Jun,7:51,8:04,N,BLD,Maureen's,,,,KCG,U,N/A,U,U,Y,36,24,12,71,18.6,65,8.8,4.1,5.1,30.6,N,N,Y,N,N,334-2019,chicks,NA,,,,,,,,,,,
MOCH,2830-31955,SBA,2019,10-Jun,9:15,9:40,N,SGR,Debi's,,,,KCG,M,CP,U,U,Y,35,24,11,70,19,63,9,4.3,5,29.9,N,N,Y,N,N,-,-,NA,,,,,,,,,,,
MOCH,2830-31889,WPO,2019,25-Apr,10:33,10:55,N,MRS,Feeder,,,,ERF,M,CP,-,-,Y,36,24,12,68,19.2,64,7.5,3.9,3.5,29.5,N,N,Y,N,N,-,-,NA,,,,,,,,,,,
MOCH,2830-31890,RPP,2019,25-Apr,10:40,11:16,N,MRS,Feeder,,,,KCG,F,BP,-,-,Y,34,22,12,68,18.5,59,9,4.6,4.3,29,N,N,Y,N,N,-,-,NA,,,,,,,,,,,
MOCH,2830-31891,WLB,2019,25-Apr,11:09,11:30,N,MRS,Feeder,,,,ERF,M,CP,-,-,Y,36,22,14,70,18.8,61,9,3.9,3.6,30,N,N,Y,N,N,-,-,NA,,,,,,,,,,,
MOCH,2090-37490,BGB,2020,27-May,7:40,7:45,N,SGR,Sue and Carl's,-,-,-,ANT,F,BP,-,-,Y,29,17.5,11.5,-,18.8,-,8.5,3.7,4.3,28.5,11.1/23.1,Y,Y,N,N,244-2020,late incubation,-,"Treated with Saline, blood also preserved in RNAlater",,,,,,,,,,
MOCH,2090-37491,OGY,2020,28-May,7:15,7:25,N,SGR,Strook's,-,-,-,ANT,F,BP,-,-,Y,29.5,17.5,12,65,18.2,67,8.1,3.7,4.1,34.4,N,N,Y,N,N,226-2020,late incubation,-,Treated with Primaquine. Pox legs but could still fit bands. Blood also preserved in RNAlater. Big head!,,,,,,,,,,
MOCH,2090-37492,YAG,2020,28-May,7:50,8:05,N,SGR,Jon's,-,-,-,ANT,F,BP,-,-,Y,30,18,12,66,19,65,8.3,3.7,4.1,30.1,2.5/4.2,N,Y,N,N,180-2020,late incubation,-,"Treated with Saline, blood also preserved in RNAlater",,,,,,,,,,
MOCH,G-A,G,2020,29-May,6:00,6:05,N,SGR,Debi's,-,-,-,ANT,F,BP,-,-,Y,29.5,17.5,12,68,18.8,67,8.2,3.7,4,29,N,N,Y,N,N,198-2020,late incubation,-,"Treated with Saline, couldn't put on USGS band b/c pox, blood also collected in RNAlater",,,,,,,,,,
MOCH,2090-37493,WYP,2020,29-May,5:00,5:05,N,SGR,Sue and Carl's,-,-,-,ANT,F,BP,-,-,Y,29,18,11,65,17.8,60,8.6,3.8,4.3,29.9,N,N,Y,N,N,254-2020,late incubation,-,"Treated with Primaquine, blood also preserved in RNAlater",,,,,,,,,,
MOCH,2090-37494,ABG,2020,2-Jun,5:37,5:45,N,SGR,Carol's,-,-,-,ANT,F,BP,-,-,Y,29.5,17.5,12,66,19.9,61,9,3.9,4,29.5,14/27.5,Y,Y,N,N,234-2020,late incubation,-,"Treated with Saline, blood also preserved in RNAlater",,,,,,,,,,
MOCH,2830-32070,YBL,2020,2-Jun,9:36,9:43,N,BLD,Mollie M.,-,-,-,KCG,F,BP,AHY,Breeding (rec worn),Y,34,23,11,67,18.1,60,8.9,4.4,5,28.9,N,N,Y,N,N,331-2020,chicks,unk,,,,,,,,,,,
MOCH,B-A,B,2020,5-Jun,7:00,7:05,N,SGR,Debi's,-,-,-,ANT,F,BP,-,-,Y,30,17.5,12.5,64,18.7,65,8.9,3.5,4.2,30.2,11/21.8,Y,Y,N,N,165-2020,late incubation,-,"Treated with Primaquine, blood also preserved in RNAlater, has pox and legs too thick for most bands. Only has blue band",,,,,,,,,,
MOCH,2830-32092,BWO,2020,5-Jun,9:59,-,N,BLD,Andrew Mc.,-,-,-,KCG,F,BP,AHY,Rec,Y,34,12,12,67,18.5,60,8.8,4,5.5,29.6,N,N,Y,N,N,367-2020,chicks,GPA,,,,,,,,,,,
MOCH,2830-32093,GPA,2020,5-Jun,10:38,10:47,N,BLD,Andrew Mc.,-,-,-,KCG,M,CP,AHY,Rec,Y,33,22,11,73,18.4,63,8.7,4.3,4.4,29.1,N,N,Y,N,N,367-2020,chicks,BWO,,,,,,,,,,,
MOCH,2830-32100,BLP,2020,6-Jun,8:45,8:55,N,SGR,Jon + Danica,-,-,-,KCG,M,CP,AHY,Rec,Y,34,22,12,71,19.5,62,8.8,4.5,5,29.6,N,N,Y,N,N,236-2020,chicks,GOY,,,,,,,,,,,
MOCH,2830-32099,GOY,2020,6-Jun,8:22,8:37,N,SGR,Jon + Danica,-,-,-,KCG,F,BP,AHY,Rec,Y,34,23,11,69,19.6,62,9.2,4.4,5.2,30.1,N,N,Y,N,N,236-2020,chicks,BLP,,,,,,,,,,,
MOCH,2900-40604,YAG,2020,8-Jun,8:10,8:14,N,SGR,Dharma's Garden,-,-,-,ANT,F,BP,-,-,Y,28,18,10,63,18.8,61,8.9,3.7,4.2,30.6,13.9/29.2,Y,Y,N,N,161-2020,12 day old nestlings,-,,,,,,,,,,,
MOCH,2900-40699,YAY,2020,8-Jun,10:00,10:05,N,SGR,Deb Botner,-,-,-,ANT,F,BP,-,-,Y,28,17.5,10.5,66,18.2,60,8.9,3.6,4.4,29.8,N,N,Y,N,N,329-2020,10 day old nestlings,-,location isn't SGR but we might need a new code,,,,,,,,,,
MOCH,2900-40642,BOG,2020,14-Jun,10:50,10:55,N,SGR,Carol's,-,-,-,ANT,M,CP,-,-,Y,29,17.5,11.5,68,19.7,67,9.4,3.9,4.4,30.9,15.05/28.5,Y,Y,N,N,234-2020,12 day old nestlings,ABG,"plama preserved, blood also preserved in RNAlater",,,,,,,,,,
MOCH,2900-40649,BYB,2020,15-Jun,7:03,7:11,N,MRS,MRS,-,-,-,ANT,F,BP,-,-,Y,30,17.5,12.5,66,19.5,62,9.2,4.3,4.4,31.1,4.8/9.3,Y,Y,N,N,197-2020,Mid Incubation,-,"Treated with Primaquine, blood also preserved in RNAlater",,,,,,,,,,
MOCH,"Pox2-2020-144	",POX,2020,16-Jun,10:40,10:45,N,SGR,Wendy's,-,-,-,ANT,F,BP,-,-,Y,30,17,13,65,19.5,62,8.9,4,4.4,30.2,19.5/35.9,Y,Y,N,N,144-2020,12 day old nestlings,OBS,"Took pox swab labeled ""pox 1 Wendy, 2020, 144."" Nest later destroyed by predator",,,,,,,,,,
MOCH,2900-40669,AWB,2020,17-Jun,12:30,12:35,N,SGR,Jon's,-,-,-,ANT,M,CP,-,-,Y,29,17.5,11.5,70,20.3,67,8.8,4.3,4.5,30.3,N,N,Y,N,N,180-2020,12 day old nestlings,YAG,Blood only preserved in RNAlater,,,,,,,,,,
MOCH,2900-40674,WGP,2020,18-Jun,5:57,6:03,N,SGR,Sue and Carl's,-,-,-,ANT,M,CP,-,-,Y,28.5,17.5,11,68,20.5,62,9.4,3.8,3.9,30.4,3.3/7.1,Y,Y,N,N,254-2020,12 day old nestlings,WYP,Nest later perished,,,,,,,,,,
MOCH,2900-40675,WOO,2020,18-Jun,8:50,8:55,N,SGR,Debi's,-,-,-,ANT,M,CP,-,-,Y,28.5,17,11.5,70,19.4,67,8.6,4.4,3.8,30.1,1.8/4.1,Y,Y,N,N,165-2020,12 day old nestlings,B,,,,,,,,,,,
MOCH,2900-40692,WOB,2020,30-Jun,8:50,8:55,N,MRS,Lower MRS,-,-,-,ANT,F,BP,-,-,Y,32,22.5,9.5,65,19.5,66,9.3,4,4.5,29.8,N,N,Y,N,N,99-2020,11 day old nestlings,,,,,,,,,,,,
MOCH,2130-17421,OOG,2020,7-Jul,7:27,7:30,N,MRS,Lower MRS,-,-,-,ANT,M,CP,-,-,Y,28.5,17.5,11,68,20.1,67,8.6,3.9,4.2,29.8,12.4/23.1,Y,Y,N,N,197-2020,17 day old nestlings,,,,,,,,,,,,
